assist_percentage,block_percentage,effective_field_goal_percentage,field_goal_percentage,free_throw_attempt_rate,free_throw_percentage,free_throws_per_field_goal_attempt,offensive_rating,offensive_rebound_percentage,opp_assist_percentage,opp_block_percentage,opp_effective_field_goal_percentage,opp_field_goal_percentage,opp_free_throw_attempt_rate,opp_free_throws_per_field_goal_attempt,opp_offensive_rebound_percentage,opp_three_point_attempt_rate,opp_three_point_field_goal_percentage,opp_total_rebound_percentage,opp_true_shooting_percentage,opp_turnover_percentage,opp_two_point_field_goal_percentage,pace,steal_percentage,strength_of_schedule,three_point_attempt_rate,three_point_field_goal_percentage,total_rebound_percentage,true_shooting_percentage,turnover_percentage,two_point_field_goal_percentage,win_percentage,wins,did_win
-18,6.5,-0.047,-0.017,0.003,-0.046,-0.015,0.6,9.6,12.6,-1.3,0.005,-0.018,0.062,0.034,2.3,0.107,0.041,-2.7,0.006,0.5,-0.02,0.7,-0.3,-1.53,-0.147,-0.015,2.7,-0.047,-2.5,-0.06,-0.134,-5,0
7.3,-1.2,0.008,0,-0.011,0.039,0.005,-2.6,-4.5,-3.1,3.5,-0.008,-0.004,-0.009,-0.001,1.6,-0.009,-0.01,2.6,-0.006,2.4,-0.003,-4.2,0,-0.46,0.053,-0.011,-2.6,0.012,1.3,0.022,0.021,2,1
-7.3,1.2,-0.008,0,0.011,-0.039,-0.005,2.6,4.5,3.1,-3.5,0.008,0.004,0.009,0.001,-1.6,0.009,0.01,-2.6,0.006,-2.4,0.003,4.2,0,0.46,-0.053,0.011,2.6,-0.012,-1.3,-0.022,-0.021,-2,0
3.8,1,0.079,0.066,0.032,0.046,0.039,13.2,0,0.8,0.9,-0.032,-0.012,-0.145,-0.103,-2.7,-0.082,-0.032,-3.3,-0.041,-2.1,-0.017,2.7,-0.5,-1.03,-0.006,0.084,3.3,0.078,-0.3,0.053,0.276,11,1
-3.8,-1,-0.079,-0.066,-0.032,-0.046,-0.039,-13.2,0,-0.8,-0.9,0.032,0.012,0.145,0.103,2.7,0.082,0.032,3.3,0.041,2.1,0.017,-2.7,0.5,1.03,0.006,-0.084,-3.3,-0.078,0.3,-0.053,-0.276,-11,0
2,1.8,-0.014,-0.026,0.033,0.012,0.027,5.9,5.2,-0.1,3.7,-0.036,-0.027,0.159,0.106,-0.1,-0.042,-0.007,-1.4,-0.019,3.6,-0.046,3.3,2.1,0.69,0.047,0.021,1.4,-0.007,-2.7,-0.041,0.259,9,1
-2,-1.8,0.014,0.026,-0.033,-0.012,-0.027,-5.9,-5.2,0.1,-3.7,0.036,0.027,-0.159,-0.106,0.1,0.042,0.007,1.4,0.019,-3.6,0.046,-3.3,-2.1,-0.69,-0.047,-0.021,-1.4,0.007,2.7,0.041,-0.259,-9,0
6.5,-5.1,0.002,0.003,0.049,-0.016,0.028,0,3.9,-12.4,2.6,-0.01,-0.014,-0.052,-0.04,-6.3,0.006,0.016,-5.8,-0.015,-4.3,-0.03,1.5,-4.1,1.08,-0.023,0.023,5.8,0.002,1.5,-0.013,-0.075,-2,1
-6.5,5.1,-0.002,-0.003,-0.049,0.016,-0.028,0,-3.9,12.4,-2.6,0.01,0.014,0.052,0.04,6.3,-0.006,-0.016,5.8,0.015,4.3,0.03,-1.5,4.1,-1.08,0.023,-0.023,-5.8,-0.002,-1.5,0.013,0.075,2,0
15.4,-7.8,0.095,0.04,-0.133,0.061,-0.074,9.1,-10.1,-8.9,1,-0.015,-0.006,-0.096,-0.074,0.5,0.009,-0.05,3.4,-0.022,-3.1,0.024,-1.2,-2.1,-0.84,0.229,0.091,-3.4,0.08,-0.1,0.065,0.137,4,1
-15.4,7.8,-0.095,-0.04,0.133,-0.061,0.074,-9.1,10.1,8.9,-1,0.015,0.006,0.096,0.074,-0.5,-0.009,0.05,-3.4,0.022,3.1,-0.024,1.2,2.1,0.84,-0.229,-0.091,3.4,-0.08,0.1,-0.065,-0.137,-4,0
4.2,-2.9,-0.012,-0.001,-0.026,0.019,-0.013,-3.6,-1.5,8.4,-0.7,0.037,0.032,0.015,-0.001,-0.7,0.014,0.011,0.6,0.027,-0.2,0.049,-2.9,1.1,2.27,-0.073,0.02,-0.6,-0.009,0.5,-0.036,0.005,2,1
-4.2,2.9,0.012,0.001,0.026,-0.019,0.013,3.6,1.5,-8.4,0.7,-0.037,-0.032,-0.015,0.001,0.7,-0.014,-0.011,-0.6,-0.027,0.2,-0.049,2.9,-1.1,-2.27,0.073,-0.02,0.6,0.009,-0.5,0.036,-0.005,-2,0
-6.2,-3.5,0.012,0.022,0.03,-0.048,0.006,0.3,-1.1,-13,1,0.007,0.022,-0.07,-0.037,0.3,-0.078,-0.007,0.7,0.005,-0.8,0.02,-1.9,1.2,1.13,-0.033,-0.019,-0.7,0.007,-0.6,0.038,-0.014,0,1
6.2,3.5,-0.012,-0.022,-0.03,0.048,-0.006,-0.3,1.1,13,-1,-0.007,-0.022,0.07,0.037,-0.3,0.078,0.007,-0.7,-0.005,0.8,-0.02,1.9,-1.2,-1.13,0.033,0.019,0.7,-0.007,0.6,-0.038,0.014,0,0
-1.5,-0.8,0.03,0.024,-0.053,0.074,-0.012,5.8,-1.7,-2.4,-3.7,-0.021,-0.024,-0.027,-0.02,-4.6,0.034,-0.016,-2.6,-0.021,-1.2,-0.023,0.4,-0.4,0.78,0.001,0.031,2.6,0.032,-0.8,0.022,0.219,9,1
1.5,0.8,-0.03,-0.024,0.053,-0.074,0.012,-5.8,1.7,2.4,3.7,0.021,0.024,0.027,0.02,4.6,-0.034,0.016,2.6,0.021,1.2,0.023,-0.4,0.4,-0.78,-0.001,-0.031,-2.6,-0.032,0.8,-0.022,-0.219,-9,0
-6.2,2.2,-0.044,-0.026,-0.017,-0.034,-0.023,2.6,5.5,-6.5,-0.5,-0.041,-0.017,0.114,0.089,0.4,-0.084,-0.051,-0.3,-0.023,3.7,-0.019,2.2,2.8,1.91,-0.12,0.015,0.3,-0.044,-5,-0.091,0.313,12,1
6.2,-2.2,0.044,0.026,0.017,0.034,0.023,-2.6,-5.5,6.5,0.5,0.041,0.017,-0.114,-0.089,-0.4,0.084,0.051,0.3,0.023,-3.7,0.019,-2.2,-2.8,-1.91,0.12,-0.015,-0.3,0.044,5,0.091,-0.313,-12,0
2.9,2.3,0.039,0.016,-0.168,-0.016,-0.13,2.6,-2.7,6.6,-4.5,-0.008,-0.026,-0.091,-0.056,1.9,0.087,0.008,1.7,-0.01,-1.2,-0.027,-1.7,0.5,1.65,0.074,0.051,-1.7,0.015,-0.5,0.013,-0.111,-3,1
-2.9,-2.3,-0.039,-0.016,0.168,0.016,0.13,-2.6,2.7,-6.6,4.5,0.008,0.026,0.091,0.056,-1.9,-0.087,-0.008,-1.7,0.01,1.2,0.027,1.7,-0.5,-1.65,-0.074,-0.051,1.7,-0.015,0.5,-0.013,0.111,3,0
6.2,-0.1,0.034,0.031,0.046,-0.069,0.011,1,-3.7,-11.8,-1,-0.025,-0.008,-0.003,0,-1.6,-0.094,-0.005,-0.5,-0.022,-4.2,-0.032,0.8,-3.7,1.49,-0.057,0.058,0.5,0.024,0.5,-0.004,0.093,2,1
-6.2,0.1,-0.034,-0.031,-0.046,0.069,-0.011,-1,3.7,11.8,1,0.025,0.008,0.003,0,1.6,0.094,0.005,0.5,0.022,4.2,0.032,-0.8,3.7,-1.49,0.057,-0.058,-0.5,-0.024,-0.5,0.004,-0.093,-2,0
-1,6.8,0.014,0.01,-0.082,-0.013,-0.062,6,7,-1.3,-4.3,-0.07,-0.074,0.107,0.071,-4.1,0.06,-0.036,-5.8,-0.053,3.1,-0.079,-0.5,3.9,0.18,0.022,-0.003,5.8,0.003,-0.9,0.028,0.468,17,1
1,-6.8,-0.014,-0.01,0.082,0.013,0.062,-6,-7,1.3,4.3,0.07,0.074,-0.107,-0.071,4.1,-0.06,0.036,5.8,0.053,-3.1,0.079,0.5,-3.9,-0.18,-0.022,0.003,-5.8,-0.003,0.9,-0.028,-0.468,-17,0
1.8,-2.3,0.016,0.01,0.007,-0.055,-0.013,5.1,-0.1,-12.6,0,-0.074,-0.052,0.062,0.033,-4.4,-0.077,-0.054,-2.5,-0.065,-1.1,-0.074,2.4,-0.1,0.83,0.044,-0.009,2.5,0.007,-3.1,0.036,0.468,17,1
-1.8,2.3,-0.016,-0.01,-0.007,0.055,0.013,-5.1,0.1,12.6,0,0.074,0.052,-0.062,-0.033,4.4,0.077,0.054,2.5,0.065,1.1,0.074,-2.4,0.1,-0.83,-0.044,0.009,-2.5,-0.007,3.1,-0.036,-0.468,-17,0
0.6,-2.9,0.081,0.059,-0.039,0.03,-0.018,15.8,-2.9,-9.6,-0.6,-0.045,-0.027,-0.06,-0.049,-4.5,-0.061,-0.041,-2.1,-0.047,-0.3,-0.037,-0.5,0.1,-2.01,0.101,0.023,2.1,0.072,-3.6,0.115,0.291,10,1
-0.6,2.9,-0.081,-0.059,0.039,-0.03,0.018,-15.8,2.9,9.6,0.6,0.045,0.027,0.06,0.049,4.5,0.061,0.041,2.1,0.047,0.3,0.037,0.5,-0.1,2.01,-0.101,-0.023,-2.1,-0.072,3.6,-0.115,-0.291,-10,0
4.4,2.7,-0.037,-0.023,0.021,0.068,0.036,-5.2,4.2,9.5,-2.5,-0.025,-0.027,0.036,0.023,-1,0.024,-0.013,-3,-0.02,1.7,-0.03,0.1,1.1,0.27,-0.051,-0.021,3,-0.022,3,-0.036,0.115,5,1
-4.4,-2.7,0.037,0.023,-0.021,-0.068,-0.036,5.2,-4.2,-9.5,2.5,0.025,0.027,-0.036,-0.023,1,-0.024,0.013,3,0.02,-1.7,0.03,-0.1,-1.1,-0.27,0.051,0.021,-3,0.022,-3,0.036,-0.115,-5,0
-2.2,-3.8,0.023,0.017,-0.074,0.044,-0.038,8.2,-6.6,-7.1,1.2,0.024,0.024,-0.124,-0.103,-1.3,-0.015,0.013,2.4,0.003,-2.3,0.026,4,0.6,1.96,0.048,-0.017,-2.4,0.021,-5.5,0.047,0.136,6,1
2.2,3.8,-0.023,-0.017,0.074,-0.044,0.038,-8.2,6.6,7.1,-1.2,-0.024,-0.024,0.124,0.103,1.3,0.015,-0.013,-2.4,-0.003,2.3,-0.026,-4,-0.6,-1.96,-0.048,0.017,2.4,-0.021,5.5,-0.047,-0.136,-6,0
-6.4,3.7,-0.019,-0.001,0.022,0.014,0.021,10.8,8.2,0.4,-1,0,0.007,-0.004,-0.014,1,-0.048,0.011,-2.2,-0.005,0.6,-0.006,3.4,1.1,-0.64,-0.112,0.01,2.2,-0.012,-6.7,-0.038,0.382,13,1
6.4,-3.7,0.019,0.001,-0.022,-0.014,-0.021,-10.8,-8.2,-0.4,1,0,-0.007,0.004,0.014,-1,0.048,-0.011,2.2,0.005,-0.6,0.006,-3.4,-1.1,0.64,0.112,-0.01,-2.2,0.012,6.7,0.038,-0.382,-13,0
-3.6,-2.5,0.047,0.06,0.054,0.054,0.058,10.1,3.9,1.3,-2.5,-0.036,-0.043,0.031,0.021,-8.3,0.05,-0.008,-8,-0.03,-2.7,-0.057,-13.8,-3.7,-0.56,-0.123,0.044,8,0.053,0.1,0.038,0.215,8,1
3.6,2.5,-0.047,-0.06,-0.054,-0.054,-0.058,-10.1,-3.9,-1.3,2.5,0.036,0.043,-0.031,-0.021,8.3,-0.05,0.008,8,0.03,2.7,0.057,13.8,3.7,0.56,0.123,-0.044,-8,-0.053,-0.1,-0.038,-0.215,-8,0
10.8,-7.4,0.036,0.025,-0.051,-0.003,-0.039,8,0.2,-11.4,0.1,0.004,0.003,-0.015,-0.008,-3.4,0.022,-0.01,-1.7,0.004,2.5,0.014,-2.9,1.2,0.14,0.07,-0.006,1.7,0.026,-2.5,0.063,0.132,2,1
-10.8,7.4,-0.036,-0.025,0.051,0.003,0.039,-8,-0.2,11.4,-0.1,-0.004,-0.003,0.015,0.008,3.4,-0.022,0.01,1.7,-0.004,-2.5,-0.014,2.9,-1.2,-0.14,-0.07,0.006,-1.7,-0.026,2.5,-0.063,-0.132,-2,0
-0.1,3.9,-0.011,-0.002,-0.093,0.015,-0.061,-4.8,-0.7,3.6,-3.5,-0.052,-0.05,0.122,0.085,0.4,0.067,-0.067,0.2,-0.035,4.2,-0.024,-2.9,2,0.08,-0.053,-0.002,-0.2,-0.016,0.4,-0.017,0.074,2,1
0.1,-3.9,0.011,0.002,0.093,-0.015,0.061,4.8,0.7,-3.6,3.5,0.052,0.05,-0.122,-0.085,-0.4,-0.067,0.067,-0.2,0.035,-4.2,0.024,2.9,-2,-0.08,0.053,0.002,0.2,0.016,-0.4,0.017,-0.074,-2,0
9.2,-1.8,0.087,0.073,0.046,0.024,0.042,15.5,-0.7,9.2,-1.3,0.056,0.044,-0.075,-0.045,4.1,0.022,0.033,1.6,0.047,-0.1,0.061,1.5,-0.5,0.88,0.012,0.053,-1.6,0.083,-1.4,0.09,0.013,1,1
-9.2,1.8,-0.087,-0.073,-0.046,-0.024,-0.042,-15.5,0.7,-9.2,1.3,-0.056,-0.044,0.075,0.045,-4.1,-0.022,-0.033,-1.6,-0.047,0.1,-0.061,-1.5,0.5,-0.88,-0.012,-0.053,1.6,-0.083,1.4,-0.09,-0.013,-1,0
-5,0.9,-0.017,-0.013,0.003,0.022,0.01,3,2.6,2,-2.2,0.043,0.029,0.031,0.022,-0.3,0.071,0.011,0.3,0.04,2.9,0.054,-1.7,2,0,-0.032,0.007,-0.3,-0.012,-2.8,-0.033,-0.063,-2,1
5,-0.9,0.017,0.013,-0.003,-0.022,-0.01,-3,-2.6,-2,2.2,-0.043,-0.029,-0.031,-0.022,0.3,-0.071,-0.011,-0.3,-0.04,-2.9,-0.054,1.7,-2,0,0.032,-0.007,0.3,0.012,2.8,0.033,0.063,2,0
3.9,-4.4,0.03,0,-0.049,0.069,-0.015,4.1,-6,8.7,-0.9,0.058,0.046,0.01,0.017,-2.4,0.026,0.038,2.6,0.055,-1.5,0.057,-1.9,-1.7,1.64,0.091,0.07,-2.6,0.032,-0.7,-0.024,-0.117,-4,1
-3.9,4.4,-0.03,0,0.049,-0.069,0.015,-4.1,6,-8.7,0.9,-0.058,-0.046,-0.01,-0.017,2.4,-0.026,-0.038,-2.6,-0.055,1.5,-0.057,1.9,1.7,-1.64,-0.091,-0.07,2.6,-0.032,0.7,0.024,0.117,4,0
0,3.7,-0.005,-0.008,-0.034,-0.05,-0.04,-2.5,2.8,2.3,3.5,0.053,0.055,0.087,0.072,3.9,-0.017,0.001,1.8,0.056,-0.4,0.084,-1.2,0.5,0.11,0,0.018,-1.8,-0.014,1.4,-0.022,-0.347,-14,1
0,-3.7,0.005,0.008,0.034,0.05,0.04,2.5,-2.8,-2.3,-3.5,-0.053,-0.055,-0.087,-0.072,-3.9,0.017,-0.001,-1.8,-0.056,0.4,-0.084,1.2,-0.5,-0.11,0,-0.018,1.8,0.014,-1.4,0.022,0.347,14,0
0.7,-0.5,0.004,0.001,-0.049,-0.008,-0.039,1,1.8,1.6,-2.7,-0.006,0.007,0.039,0.028,-3.9,-0.019,-0.05,-1.8,-0.002,2.5,0.034,-0.6,2.2,0.41,0.026,-0.008,1.8,-0.001,-0.1,0.017,0.087,4,1
-0.7,0.5,-0.004,-0.001,0.049,0.008,0.039,-1,-1.8,-1.6,2.7,0.006,-0.007,-0.039,-0.028,3.9,0.019,0.05,1.8,0.002,-2.5,-0.034,0.6,-2.2,-0.41,-0.026,0.008,-1.8,0.001,0.1,-0.017,-0.087,-4,0
-4.7,2.9,0.045,0.055,-0.074,0.059,-0.038,16.7,3.6,-10.5,-8,-0.058,-0.059,-0.051,-0.029,-8.4,0.036,-0.024,-5.7,-0.053,5.3,-0.073,-5.1,4.7,0.6,-0.125,0.058,5.7,0.04,-6.4,0.023,0.662,23,1
4.7,-2.9,-0.045,-0.055,0.074,-0.059,0.038,-16.7,-3.6,10.5,8,0.058,0.059,0.051,0.029,8.4,-0.036,0.024,5.7,0.053,-5.3,0.073,5.1,-4.7,-0.6,0.125,-0.058,-5.7,-0.04,6.4,-0.023,-0.662,-23,0
4.6,-3.8,-0.02,-0.008,-0.035,-0.031,-0.035,-8.5,-6.8,-1.1,0.6,0.011,0.005,-0.022,-0.024,-2.5,0.018,0.015,1.4,0.004,-1.7,0.004,2.7,-1.4,-2.14,-0.025,-0.029,-1.4,-0.024,0.6,0,-0.264,-15,1
-4.6,3.8,0.02,0.008,0.035,0.031,0.035,8.5,6.8,1.1,-0.6,-0.011,-0.005,0.022,0.024,2.5,-0.018,-0.015,-1.4,-0.004,1.7,-0.004,-2.7,1.4,2.14,0.025,0.029,1.4,0.024,-0.6,0,0.264,15,0
10.1,-5,0.09,0.075,-0.059,-0.026,-0.052,16.2,4.2,-17.7,-2,0.002,0.014,-0.091,-0.067,-0.3,-0.077,0.002,-2.9,-0.009,-1.8,0.003,6.4,-0.2,-0.31,0.035,0.054,2.9,0.068,-1.5,0.094,0.162,6,1
-10.1,5,-0.09,-0.075,0.059,0.026,0.052,-16.2,-4.2,17.7,2,-0.002,-0.014,0.091,0.067,0.3,0.077,-0.002,2.9,0.009,1.8,-0.003,-6.4,0.2,0.31,-0.035,-0.054,-2.9,-0.068,1.5,-0.094,-0.162,-6,0
-7.9,-1.4,0.029,0.016,-0.055,-0.042,-0.055,10,10.5,-5.5,-0.6,-0.042,-0.04,0.007,0.021,0.4,-0.025,0.014,-5,-0.029,-1.2,-0.078,1.8,-0.4,1.06,0.053,0.021,5,0.014,-1.3,0.029,0.179,8,1
7.9,1.4,-0.029,-0.016,0.055,0.042,0.055,-10,-10.5,5.5,0.6,0.042,0.04,-0.007,-0.021,-0.4,0.025,-0.014,5,0.029,1.2,0.078,-1.8,0.4,-1.06,-0.053,-0.021,-5,-0.014,1.3,-0.029,-0.179,-8,0
0.8,-1.9,0.055,0.032,-0.123,0.004,-0.085,7.1,-3.6,1.7,0,0.028,0.025,-0.133,-0.092,2.5,0.008,0.01,2.3,0.013,-3.3,0.036,1.9,-1.1,2.27,0.077,0.042,-2.3,0.039,-0.8,0.045,0.065,4,1
-0.8,1.9,-0.055,-0.032,0.123,-0.004,0.085,-7.1,3.6,-1.7,0,-0.028,-0.025,0.133,0.092,-2.5,-0.008,-0.01,-2.3,-0.013,3.3,-0.036,-1.9,1.1,-2.27,-0.077,-0.042,2.3,-0.039,0.8,-0.045,-0.065,-4,0
-3.3,-2.5,-0.001,0.001,-0.072,-0.056,-0.074,-1.9,-3.3,-5,-0.8,-0.011,0.001,-0.058,-0.039,2.4,-0.062,0.001,3.2,-0.013,-0.9,-0.012,-5,0,2.79,-0.029,0.013,-3.2,-0.017,-1.8,-0.013,-0.147,-5,1
3.3,2.5,0.001,-0.001,0.072,0.056,0.074,1.9,3.3,5,0.8,0.011,-0.001,0.058,0.039,-2.4,0.062,-0.001,-3.2,0.013,0.9,0.012,5,0,-2.79,0.029,-0.013,3.2,0.017,1.8,0.013,0.147,5,0
5.5,1.2,0.031,0.032,0.043,0.053,0.048,9.5,2.9,-19.8,-1,-0.001,-0.001,0.026,0.033,-9.2,-0.03,0.025,-6.8,0.007,-4,-0.026,5.6,-4.9,1.8,-0.012,0.002,6.8,0.037,-1.3,0.051,0.243,8,1
-5.5,-1.2,-0.031,-0.032,-0.043,-0.053,-0.048,-9.5,-2.9,19.8,1,0.001,0.001,-0.026,-0.033,9.2,0.03,-0.025,6.8,-0.007,4,0.026,-5.6,4.9,-1.8,0.012,-0.002,-6.8,-0.037,1.3,-0.051,-0.243,-8,0
3.8,0.3,-0.03,-0.046,-0.053,0.003,-0.039,-4.7,-2.3,1.2,1.9,0.004,-0.002,0.051,0.046,1.6,0.038,-0.002,3.3,0.013,2.1,0.007,1,2.7,-2,0.1,-0.012,-3.3,-0.03,-0.4,-0.036,-0.132,-4,1
-3.8,-0.3,0.03,0.046,0.053,-0.003,0.039,4.7,2.3,-1.2,-1.9,-0.004,0.002,-0.051,-0.046,-1.6,-0.038,0.002,-3.3,-0.013,-2.1,-0.007,-1,-2.7,2,-0.1,0.012,3.3,0.03,0.4,0.036,0.132,4,0
-2.8,-1,0.06,0.031,-0.013,0.042,0.005,10.1,-3.7,-11,2.5,-0.02,-0.023,-0.046,-0.037,-4.6,0.04,-0.027,-1.7,-0.024,-1.2,-0.015,1,-2,1.78,0.122,0.048,1.7,0.057,-1.3,0.05,0.308,12,1
2.8,1,-0.06,-0.031,0.013,-0.042,-0.005,-10.1,3.7,11,-2.5,0.02,0.023,0.046,0.037,4.6,-0.04,0.027,1.7,0.024,1.2,0.015,-1,2,-1.78,-0.122,-0.048,-1.7,-0.057,1.3,-0.05,-0.308,-12,0
-2.1,-3.5,-0.001,-0.01,-0.073,-0.094,-0.084,1.6,-6.2,-8.7,-0.8,0.003,0.017,0.061,0.04,-3.4,-0.075,-0.009,3.3,0.007,3.1,0.015,-0.9,3.1,1.47,0.069,-0.014,-3.3,-0.02,-5.5,0.013,0.211,14,1
2.1,3.5,0.001,0.01,0.073,0.094,0.084,-1.6,6.2,8.7,0.8,-0.003,-0.017,-0.061,-0.04,3.4,0.075,0.009,-3.3,-0.007,-3.1,-0.015,0.9,-3.1,-1.47,-0.069,0.014,3.3,0.02,5.5,-0.013,-0.211,-14,0
6.5,1.6,0.025,0.019,0.017,0.027,0.022,3.8,2,-13.4,-0.9,-0.048,-0.032,0.007,0.004,0.3,-0.029,-0.06,-1.7,-0.041,2.7,-0.02,-3.6,0.7,0.96,-0.037,0.061,1.7,0.026,1.6,-0.014,0.368,14,1
-6.5,-1.6,-0.025,-0.019,-0.017,-0.027,-0.022,-3.8,-2,13.4,0.9,0.048,0.032,-0.007,-0.004,-0.3,0.029,0.06,1.7,0.041,-2.7,0.02,3.6,-0.7,-0.96,0.037,-0.061,-1.7,-0.026,-1.6,0.014,-0.368,-14,0
2.4,4.8,0.005,-0.001,0.015,0.066,0.031,9.3,7.2,3.3,1.3,-0.011,-0.016,0.176,0.125,-0.8,-0.011,0.041,-3,0.005,6.5,-0.056,0.9,4.6,-0.13,0.035,-0.005,3,0.014,-1.4,0.009,0.284,13,1
-2.4,-4.8,-0.005,0.001,-0.015,-0.066,-0.031,-9.3,-7.2,-3.3,-1.3,0.011,0.016,-0.176,-0.125,0.8,0.011,-0.041,3,-0.005,-6.5,0.056,-0.9,-4.6,0.13,-0.035,0.005,-3,-0.014,1.4,-0.009,-0.284,-13,0
-1.4,0.4,0.089,0.086,-0.009,0.044,0.007,19.2,5.6,-11.6,-2.3,-0.071,-0.06,-0.081,-0.055,-4.9,0.004,-0.076,-8.9,-0.069,-3.7,-0.052,-1.8,-1.4,-0.28,-0.056,0.07,8.9,0.082,-1.7,0.081,0.478,19,1
1.4,-0.4,-0.089,-0.086,0.009,-0.044,-0.007,-19.2,-5.6,11.6,2.3,0.071,0.06,0.081,0.055,4.9,-0.004,0.076,8.9,0.069,3.7,0.052,1.8,1.4,0.28,0.056,-0.07,-8.9,-0.082,1.7,-0.081,-0.478,-19,0
-7.4,-4.5,-0.011,-0.017,0.015,-0.008,0.009,0.1,0,-1,-0.7,-0.008,0.007,0.154,0.115,-2.3,-0.062,-0.028,0.7,0.009,1.7,0.014,-1.6,1.2,3.48,0.005,0.027,-0.7,-0.01,-0.6,-0.037,0.152,5,1
7.4,4.5,0.011,0.017,-0.015,0.008,-0.009,-0.1,0,1,0.7,0.008,-0.007,-0.154,-0.115,2.3,0.062,0.028,-0.7,-0.009,-1.7,-0.014,1.6,-1.2,-3.48,-0.005,-0.027,0.7,0.01,0.6,0.037,-0.152,-5,0
-3.1,5.4,0.055,0.041,0.115,0.078,0.108,17.6,-1.5,2.1,-2.9,-0.028,-0.026,0.014,0.004,-0.2,0.006,-0.017,-0.3,-0.025,-0.6,-0.029,4.5,2.1,2.51,0.016,0.056,0.3,0.068,-5.8,0.037,0.347,13,1
3.1,-5.4,-0.055,-0.041,-0.115,-0.078,-0.108,-17.6,1.5,-2.1,2.9,0.028,0.026,-0.014,-0.004,0.2,-0.006,0.017,0.3,0.025,0.6,0.029,-4.5,-2.1,-2.51,-0.016,-0.056,-0.3,-0.068,5.8,-0.037,-0.347,-13,0
7.6,-2.5,0.031,0.028,0.036,0.025,0.033,5.9,-0.5,-1.7,-0.9,0.011,0.015,0.013,0.012,-2.4,0.016,-0.044,-0.7,0.01,4.1,0.053,2.1,2.6,0.91,0.021,0,0.7,0.033,-0.9,0.047,0.213,8,1
-7.6,2.5,-0.031,-0.028,-0.036,-0.025,-0.033,-5.9,0.5,1.7,0.9,-0.011,-0.015,-0.013,-0.012,2.4,-0.016,0.044,0.7,-0.01,-4.1,-0.053,-2.1,-2.6,-0.91,-0.021,0,-0.7,-0.033,0.9,-0.047,-0.213,-8,0
-4.5,-0.6,0.025,0.009,0.063,0.058,0.06,10.4,1.9,-10.3,-0.9,-0.012,0.005,-0.033,-0.007,-5.3,-0.108,0.009,-3.2,-0.006,-1.6,-0.019,5.4,0.8,-0.44,0.078,0.019,3.2,0.034,-2.2,0.024,0.236,8,1
4.5,0.6,-0.025,-0.009,-0.063,-0.058,-0.06,-10.4,-1.9,10.3,0.9,0.012,-0.005,0.033,0.007,5.3,0.108,-0.009,3.2,0.006,1.6,0.019,-5.4,-0.8,0.44,-0.078,-0.019,-3.2,-0.034,2.2,-0.024,-0.236,-8,0
5.6,0.4,-0.017,0.004,-0.026,-0.025,-0.029,-6.8,3.9,-7.1,-0.6,-0.011,-0.006,0.055,0.045,-1.9,-0.032,0.006,-3.1,-0.002,-1.3,-0.021,-4.8,0.7,-1.99,-0.085,-0.034,3.1,-0.021,3.8,0.001,-0.125,-4,1
-5.6,-0.4,0.017,-0.004,0.026,0.025,0.029,6.8,-3.9,7.1,0.6,0.011,0.006,-0.055,-0.045,1.9,0.032,-0.006,3.1,0.002,1.3,0.021,4.8,-0.7,1.99,0.085,0.034,-3.1,0.021,-3.8,-0.001,0.125,4,0
-0.4,-0.9,0.019,0.013,-0.045,0.011,-0.026,8.8,-0.7,6,-1.8,0.026,0.014,0.043,0.047,0.7,0.037,0.029,1.4,0.033,0.8,0.013,1.1,-0.4,-0.79,-0.034,0.069,-1.4,0.015,-4.6,-0.023,0.101,3,1
0.4,0.9,-0.019,-0.013,0.045,-0.011,0.026,-8.8,0.7,-6,1.8,-0.026,-0.014,-0.043,-0.047,-0.7,-0.037,-0.029,-1.4,-0.033,-0.8,-0.013,-1.1,0.4,0.79,0.034,-0.069,1.4,-0.015,4.6,0.023,-0.101,-3,0
8.4,2,0.035,0.017,-0.049,-0.036,-0.048,-2.1,-8,8.5,-4.6,-0.001,-0.002,0.02,0.028,6.9,-0.001,0.011,7.1,0.007,1.1,-0.01,-5.4,1,0.94,0.1,0.001,-7.1,0.019,0.9,0.046,-0.148,-3,1
-8.4,-2,-0.035,-0.017,0.049,0.036,0.048,2.1,8,-8.5,4.6,0.001,0.002,-0.02,-0.028,-6.9,0.001,-0.011,-7.1,-0.007,-1.1,0.01,5.4,-1,-0.94,-0.1,-0.001,7.1,-0.019,-0.9,-0.046,0.148,3,0
8,-2.8,0.043,0.027,0.023,-0.028,0.007,6,-1.5,-2.5,0.8,0.044,0.042,0.003,0.007,-3.3,-0.028,0.039,-0.3,0.041,0.7,0.038,1.5,1.2,0.51,0.049,0.038,0.3,0.034,-1.3,0.033,0.077,2,1
-8,2.8,-0.043,-0.027,-0.023,0.028,-0.007,-6,1.5,2.5,-0.8,-0.044,-0.042,-0.003,-0.007,3.3,0.028,-0.039,0.3,-0.041,-0.7,-0.038,-1.5,-1.2,-0.51,-0.049,-0.038,-0.3,-0.034,1.3,-0.033,-0.077,-2,0
